,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_recall_Deceased,split1_test_recall_Deceased,split2_test_recall_Deceased,split3_test_recall_Deceased,split4_test_recall_Deceased,mean_test_recall_Deceased,std_test_recall_Deceased,rank_test_recall_Deceased,split0_train_recall_Deceased,split1_train_recall_Deceased,split2_train_recall_Deceased,split3_train_recall_Deceased,split4_train_recall_Deceased,mean_train_recall_Deceased,std_train_recall_Deceased,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,split3_train_Accuracy,split4_train_Accuracy,mean_train_Accuracy,std_train_Accuracy,split0_test_f1_score_decease,split1_test_f1_score_decease,split2_test_f1_score_decease,split3_test_f1_score_decease,split4_test_f1_score_decease,mean_test_f1_score_decease,std_test_f1_score_decease,rank_test_f1_score_decease,split0_train_f1_score_decease,split1_train_f1_score_decease,split2_train_f1_score_decease,split3_train_f1_score_decease,split4_train_f1_score_decease,mean_train_f1_score_decease,std_train_f1_score_decease
0,49.94949083328247,11.67356332655144,1.9740447998046875,0.4893486552604379,25,2,50,"{'max_depth': 25, 'min_samples_split': 2, 'n_estimators': 50}",0.6799585248206536,0.6749678895008686,0.6755822796896245,0.6706059768567316,0.6725434264779442,0.6747316194691645,0.00315940188720356,1,0.8088560680857013,0.8177351713912769,0.8198415222040885,0.811544048141241,0.8131232960771262,0.8142200211798867,0.0040272368995365225,0.11724137931034483,0.10743801652892562,0.10482758620689656,0.09379310344827586,0.0896551724137931,0.10259105158164719,0.00987793622262409,11,0.41744226128921064,0.44310344827586207,0.44605308514305414,0.42330230954843157,0.42847294036539124,0.4316748089243899,0.011137905949534656,0.8799938798408758,0.8770528033728877,0.877883749001207,0.8758606620084664,0.8789547950561875,0.877949177855925,0.001439565125632156,6,0.9440975837813715,0.9471534521962726,0.9484839726970581,0.9456448747481788,0.945878632812832,0.9462517032471427,0.0014794479452287658,0.18681318681318682,0.16974972796517956,0.1687014428412875,0.1522956326987682,0.14508928571428573,0.16452985520654156,0.014620588394831368,1,0.5890077821011673,0.6140979689366787,0.6167778836987607,0.5946731234866829,0.5999034749034748,0.6028920466253529,0.010841072142093962
1,93.08140587806702,13.013099528461499,3.8795348167419434,0.9527106180038578,25,2,100,"{'max_depth': 25, 'min_samples_split': 2, 'n_estimators': 100}",0.6797697373654935,0.6743110149678141,0.6741003429726007,0.6688614143959677,0.6716127773914731,0.6737310574186698,0.0036094019316638653,3,0.8085349503570389,0.8105800852783169,0.8102263010921276,0.8164226629748135,0.8145346267125425,0.8120597252829679,0.002937181624428999,0.12,0.09917355371900827,0.09517241379310344,0.08413793103448276,0.08689655172413793,0.09707609005414648,0.012685014337935096,15,0.41675284384694933,0.4210344827586207,0.41675284384694933,0.4388142019993106,0.4367459496725267,0.42602006442487134,0.009750418961769043,0.8791268572982898,0.8786848458059909,0.8792438074837218,0.8761496744360008,0.8787337855527788,0.8783877941153564,0.0011398335629367292,5,0.9439955798287184,0.9451558747901481,0.94572987768078,0.9468519163911155,0.9452666116981036,0.9453999720777733,0.0009237603652289072,0.19058050383351588,0.1605351170568562,0.15880322209436132,0.13958810068649888,0.13938053097345135,0.15777749492893672,0.018729636061058097,3,0.5881780588664558,0.5925746178112109,0.5883211678832116,0.6099664590321034,0.6078196210122332,0.597371984921043,0.009562783847438215
2,141.94678635597228,19.38381673400686,6.116292667388916,1.9358146242385987,25,2,150,"{'max_depth': 25, 'min_samples_split': 2, 'n_estimators': 150}",0.6805692931011579,0.674902990405866,0.6747619862663967,0.669458330600839,0.6718411577133279,0.6743067516175174,0.0037247417297830094,2,0.8115754474973632,0.8133266477367456,0.8088972816507018,0.8134758548092688,0.8129395998795077,0.8120429663147174,0.001709904385080603,0.11862068965517242,0.10192837465564739,0.09793103448275862,0.08413793103448276,0.08413793103448276,0.09735119217250879,0.01282855314957286,14,0.4239917269906929,0.4296551724137931,0.4102033781454671,0.4305411926921751,0.4312306101344364,0.42512441607531287,0.007887650921150778,0.8804358913331747,0.8786848458059909,0.8791418030975332,0.8771357168358239,0.8798728345318849,0.8790542183208816,0.0011317162108799852,4,0.945483137471577,0.946056909705251,0.9460698894111846,0.9459593855988031,0.9451008559795313,0.9457340356332693,0.00038254264988691315,0.1896361631753032,0.16499442586399107,0.1622857142857143,0.13942857142857143,0.1349557522123894,0.1582601253931939,0.01971665869126715,2,0.5954974582425563,0.6010612638687891,0.5817648496700074,0.6019277108433735,0.6026011560693642,0.596570487738818,0.007817853683448095
3,78.0724443435669,10.69399994538354,4.27686915397644,2.3844391235102025,25,4,50,"{'max_depth': 25, 'min_samples_split': 4, 'n_estimators': 50}",0.6780525149702247,0.6749182114220756,0.6749374203580203,0.6671278488184268,0.6706806601046413,0.6731433311346777,0.003813654892787528,4,0.7669602783131653,0.7667593582190992,0.7682827262233244,0.7701868740447906,0.766977920531061,0.7678334314662881,0.0012952595476148476,0.10896551724137932,0.09917355371900827,0.09655172413793103,0.07310344827586207,0.08,0.09155884867483614,0.01311574195735347,16,0.2826611513271286,0.2793103448275862,0.28024819027921405,0.29196828679765596,0.2823164426059979,0.28330088316751656,0.004510999797101964,0.8803508891231172,0.8799428785148414,0.8799068359939477,0.8776117373047041,0.8797878308767277,0.8795200343626677,0.0009728355407082173,3,0.9336336783050343,0.9344922115731985,0.9355380260618992,0.9347177477622978,0.9336297102250027,0.9344022747854865,0.0007190464987237077,0.18393480791618164,0.16685979142526072,0.16412661195779601,0.12725090036014408,0.13727810650887573,0.15589004363365164,0.02069439517845151,4,0.43932493972676134,0.4353668368718086,0.43627582506037027,0.45089166888474846,0.43890675241157556,0.44015320459105284,0.005576695600028727
4,93.2485273361206,22.496256415249896,4.013489151000977,2.1503424986386,25,4,100,"{'max_depth': 25, 'min_samples_split': 4, 'n_estimators': 100}",0.6769074096603092,0.6727460621020465,0.6731799484339431,0.6668340895191482,0.6713704220017672,0.6722075863434428,0.0032526633899954494,6,0.7641261335137216,0.7686043686694806,0.764863085558626,0.7670964143083627,0.7708469429555119,0.7671073890011406,0.0024556104973023564,0.10482758620689656,0.09228650137741047,0.08551724137931034,0.0703448275862069,0.08,0.08659523130996485,0.011606412706568136,18,0.26956221992416407,0.28448275862068967,0.2681833850396415,0.28093760772147536,0.2905894519131334,0.2787510846438208,0.008647443773852329,0.8803168882390943,0.8791098568562783,0.8810628857040853,0.87815576069771,0.880348855000765,0.8797988492995865,0.0010337416879110447,2,0.9339736914805449,0.9349894808423826,0.9349387553870608,0.9343309844189625,0.9356655304608009,0.9347796885179503,0.0005839516467495465,0.17819460726846426,0.15635939323220538,0.14921780986762934,0.12378640776699032,0.13727810650887573,0.148967264928833,0.018328425277856573,6,0.423963133640553,0.44200375033485134,0.4216802168021681,0.43781896320171904,0.44924060751398875,0.434941334298656,0.010573606856735467
5,125.10560593605041,22.17120654810252,5.897997760772705,2.0561903351304553,25,4,150,"{'max_depth': 25, 'min_samples_split': 4, 'n_estimators': 150}",0.6766905003969077,0.6733540999590855,0.6732040136884736,0.6680293750926122,0.671767689131983,0.6726091356538124,0.0028017362083343406,5,0.7647115798080473,0.7681374780301188,0.7656748697482972,0.7726469789111434,0.7686447893202949,0.7679631391635803,0.0027655817079544546,0.1006896551724138,0.09366391184573003,0.08689655172413793,0.07448275862068965,0.08275862068965517,0.08769829961052532,0.008989522788723293,17,0.26956221992416407,0.2810344827586207,0.2678386763185109,0.2981730437780076,0.28403998621165116,0.28012968179819087,0.010994654365455516,0.8812519125497263,0.8794158648124851,0.8807058703524252,0.8783087672769929,0.8802638513456078,0.8799892532674475,0.0010330595431565846,1,0.9345984656905455,0.9353549950060565,0.9359672908715351,0.9358270360327431,0.9351130113988932,0.9353721597999547,0.0004954086148570557,0.17319098457888493,0.16037735849056603,0.15291262135922332,0.1298076923076923,0.14167650531286893,0.1515930324098471,0.014955372216133021,5,0.4240780911062907,0.43793659322944656,0.421595225176343,0.4586426299045599,0.4414679882132333,0.43674410552597465,0.013365619788490945
6,65.52632899284363,6.554758960043899,3.2604067802429197,0.3666593035812259,50,2,50,"{'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 50}",0.6730984159835662,0.6660269246398642,0.6675939268373494,0.6571390068952646,0.6643620823260101,0.665644071336411,0.0051671149438718336,11,0.9973430164221395,0.9970088390472192,0.996800411155302,0.9969996647970195,0.9972775546202666,0.9970858972083892,0.00019885629438764774,0.1503448275862069,0.12534435261707988,0.12689655172413794,0.09517241379310344,0.11448275862068966,0.12244818086824356,0.017965601205060227,4,0.9931058255773871,0.9917241379310345,0.9910375732506033,0.9910375732506033,0.9931058255773871,0.9920021871174031,0.000935340245557428,0.860970385230016,0.8594743463330047,0.8606790091973955,0.8574148688393601,0.860151986535421,0.8597381192270394,0.001268235631957641,13,0.9988864568502029,0.9989077076736723,0.9988397099699939,0.9990649677413871,0.9988099589435836,0.998901760235768,8.852566661385962e-05,0.16951788491446346,0.13767019667170954,0.14802896218825423,0.11057692307692309,0.1244377811094453,0.1380463495921591,0.02014951170639623,16,0.9961964038727524,0.9958448753462603,0.9954986149584487,0.9954986149584487,0.9965409892770667,0.9959158996825954,0.0004056395296753335
7,165.3211688041687,40.39390539758391,6.6728575229644775,1.9524919831974772,50,2,100,"{'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 100}",0.6733768101575397,0.6651332533033965,0.6678190508523699,0.6574666750668692,0.6637786490164985,0.6655148876793346,0.005197170167080365,12,0.9995496553654485,0.9993767310878604,0.9996836686091534,0.9996899290954678,0.9993577413469664,0.9995315451009793,0.00014333886890541514,0.15172413793103448,0.11983471074380166,0.12689655172413794,0.09517241379310344,0.11448275862068966,0.12162211456255342,0.018372280123694174,5,0.9986211651154774,0.9982758620689656,0.9993105825577387,0.9993105825577387,0.9979317476732161,0.9986899879946274,0.0005516231466391452,0.8607153785998436,0.8598483560572575,0.860781013583584,0.857720881997926,0.8594719572941637,0.8597075175065549,0.0011126744866251992,15,0.999855494400408,0.9997407399536732,0.9998172436949074,0.9998257439881676,0.9998257439881676,0.9998129932050647,3.839300859696093e-05,0.17080745341614909,0.13272311212814644,0.14790996784565916,0.11066559743384123,0.12360387192851824,0.13714200055046283,0.020751478307769824,17,0.9993101069334254,0.999137187230371,0.9996551724137931,0.9996551724137931,0.9989648033126294,0.9993444884608025,0.00027617593617045916
8,124.20524954795837,34.44433118756412,4.771420478820801,1.1218293355760307,50,2,150,"{'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 150}",0.6741453634668481,0.666631575870229,0.6670135695587947,0.6583515004024885,0.6637078079854426,0.6659699634567605,0.0051287880964711275,8,0.9998692200015227,0.9999196613411958,0.9998611327523954,0.9998874777860564,0.9996337371034015,0.9998342457969143,0.00010225389910429347,0.15586206896551724,0.12672176308539945,0.12413793103448276,0.09793103448275862,0.11310344827586206,0.12355124916880403,0.019078455776609028,2,0.9996552912788693,1.0,0.9996552912788693,0.9996552912788693,0.9989658738366081,0.9995863495346431,0.0003377441906629643,0.8604603719696712,0.8596443507531196,0.8606280070043012,0.8579928936944289,0.8598289726458238,0.859710919213469,0.0009351694078347119,14,0.9999404976942856,0.9998979960473469,0.999927747507289,0.9999617486803295,0.9998427445746878,0.9999141469007877,4.124175667951471e-05,0.17492260061919504,0.13949962092494314,0.1437699680511182,0.1147011308562197,0.12238805970149252,0.13905627603059373,0.020879708899853747,14,0.9998276159282883,1.0,0.9998276159282883,0.9998276159282883,0.999482669425763,0.9997931034421255,0.00016896674186280667
9,25.93259882926941,0.48352891442849233,1.197214937210083,0.005574611548943541,50,4,50,"{'max_depth': 50, 'min_samples_split': 4, 'n_estimators': 50}",0.6690627873038066,0.6653868853775646,0.6667916636741532,0.6605707636290549,0.6644103960303666,0.6652444992029892,0.002811862303244059,17,0.882740778261407,0.8832183815364353,0.8837990001811072,0.8856579240786292,0.8831251987027828,0.8837082565520724,0.0010320257845415582,0.11724137931034483,0.10192837465564739,0.10620689655172413,0.08827586206896551,0.09241379310344827,0.10121326113802605,0.010267962665470929,13,0.5991037573250603,0.603448275862069,0.6035849706997587,0.6118579800068942,0.6022061358152361,0.6040402239418037,0.004228653446452942,0.8657135085512223,0.8655945054571419,0.8658642321619829,0.8637051393209908,0.8666292650583975,0.8655013301099469,0.0009678778676988162,8,0.9763095819963024,0.9756635569628324,0.9762459304846017,0.9761694278452606,0.9758889181676768,0.9760554830913348,0.000242969065541776,0.16159695817490494,0.13831775700934582,0.14836223506743737,0.12367149758454105,0.1272554605887939,0.1398407816850046,0.013914755066385915,12,0.7446443873179092,0.744997871434653,0.7462177711485191,0.754035683942226,0.7465811965811966,0.7472953820849008,0.003447007508967482
10,51.63799967765808,0.6832306772472216,2.30881404876709,0.024732555888999266,50,4,100,"{'max_depth': 50, 'min_samples_split': 4, 'n_estimators': 100}",0.6698941638708161,0.6678414458638293,0.6654361029359448,0.6583130622788117,0.6641267394930823,0.6651223028884968,0.003940044933234494,18,0.885623891180281,0.8890066500598726,0.8890606053116891,0.8917629318152278,0.8848313706416737,0.8880570898017488,0.0025285447483702327,0.12,0.11294765840220386,0.10206896551724139,0.08,0.09517241379310344,0.10203780754250975,0.013960406635160481,12,0.6053085143054119,0.6182758620689656,0.6190968631506377,0.6301275422268183,0.6015167183729748,0.6148651000249616,0.010314949172728542,0.8658665125293258,0.8652714970589235,0.86559222046548,0.863161115927985,0.8654052124241343,0.8650593116811697,0.0009698847413567842,11,0.9778523917801815,0.9780989013324266,0.9779714900164056,0.9780437425091165,0.9778652363506541,0.9779663523977569,9.674329111992224e-05,0.16492890995260662,0.15185185185185185,0.14271938283510127,0.11406096361848575,0.13193116634799235,0.1410984549212076,0.01732754255849872,11,0.7499466154174674,0.758781210325857,0.7573265865485979,0.7693602693602694,0.7463644140290846,0.7563558191362552,0.007960486238224948
11,77.61759977340698,0.3771510202797923,3.4419992923736573,0.025867128581264016,50,4,150,"{'max_depth': 50, 'min_samples_split': 4, 'n_estimators': 150}",0.6707973280311128,0.6653482134737116,0.6670533067498083,0.6608349791906609,0.6647155340587511,0.6657498723008091,0.0032423173937406167,10,0.8905598987395377,0.8891546644936977,0.8912783670040256,0.8893295812996159,0.8877302358964385,0.8896105494866632,0.0012251720468311135,0.12413793103448276,0.10330578512396695,0.1103448275862069,0.08689655172413793,0.09655172413793103,0.10424736392134511,0.01260137968190018,8,0.6221992416408135,0.6172413793103448,0.6246122026887281,0.618752154429507,0.6104791451223716,0.618656824638353,0.004835333731067067,0.8658155112032913,0.8651524939648431,0.8650991992655684,0.864181159789871,0.8658472314309515,0.8652191191309051,0.0006076821284141628,9,0.9788724313067131,0.9785834201075292,0.9789320231547989,0.9784050049726716,0.978728016116556,0.9787041791316538,0.00019229030888455833,0.16933207902163686,0.14071294559099437,0.1528175740210124,0.1248761149653122,0.1318267419962335,0.14391309111903788,0.01577429547929492,8,0.7628909551986475,0.7581533248623464,0.7632687447346251,0.7610769556921771,0.7539378458918689,0.759865565275933,0.0034719362230093884
12,26.223599338531493,0.47470315576148764,1.2544099330902099,0.009001458300321185,75,2,50,"{'max_depth': 75, 'min_samples_split': 2, 'n_estimators': 50}",0.6721683114429388,0.6649446487943274,0.6692703084217602,0.6561129605456538,0.6648965888675645,0.6654785636144489,0.005430807217641536,14,0.9980904025273807,0.9981029194445641,0.9978915668238583,0.9978742408380821,0.9972295283930078,0.9978377316053786,0.0003188446290081516,0.14758620689655172,0.12121212121212122,0.13379310344827586,0.0910344827586207,0.11862068965517242,0.12244932079414839,0.0187809774816532,3,0.995174077904171,0.9955172413793103,0.9948293691830403,0.9944846604619096,0.9920716994139952,0.9944154096684853,0.0012213718942157292,0.8605793750637517,0.8593213423549012,0.8606620084663641,0.8575338739565801,0.8597439689906666,0.8595681137664528,0.0011357119194075655,17,0.999205219202244,0.9991329664024481,0.9990904686211675,0.9991584709672484,0.9990777181812772,0.999132968674877,4.632359492636238e-05,0.166796570537802,0.13435114503816795,0.15507593924860114,0.10714285714285714,0.12855007473841557,0.13838331734116877,0.02085604953162732,15,0.9972366148531951,0.997581202487906,0.9972356599861784,0.9972347044590391,0.9960200726769337,0.9970616508926504,0.0005377096109514897
13,52.13820028305054,0.25931666584878366,2.420592927932739,0.0068586416851012634,75,2,100,"{'max_depth': 75, 'min_samples_split': 2, 'n_estimators': 100}",0.6729187036416663,0.6660870947686521,0.6676617252170696,0.6597201563330274,0.6633117675279739,0.6659398894976778,0.004410948655783743,9,0.9995869640723265,0.9996845256515021,0.9998499290231228,0.9998374080504936,0.9998379321168455,0.9997593517828582,0.00010562988112909948,0.15172413793103448,0.12534435261707988,0.12551724137931033,0.10344827586206896,0.11310344827586206,0.12382749121307113,0.016209235253347137,1,0.9986211651154774,0.9989655172413793,0.9996552912788693,0.9996552912788693,0.9996552912788693,0.999310511238693,0.000436082277577719,0.8602563666655333,0.8594403454489816,0.8610020230869927,0.858111898811649,0.859369952907975,0.8596361173842263,0.0009677623670973039,16,0.9999149967061224,0.999927747200204,0.999931997653919,0.9999149970673988,0.9999192472140289,0.9999217971683347,6.905689124243223e-06,0.17027863777089783,0.13735849056603774,0.1465378421900161,0.12038523274478331,0.12293853073463269,0.13949974680127353,0.018116834268203263,13,0.9993101069334254,0.9994824909435915,0.9998276159282883,0.9998276159282883,0.9998276159282883,0.9996550891323764,0.0002182197691721649
14,78.70079898834229,0.9071549697134252,3.6080074310302734,0.027053500308977987,75,2,150,"{'max_depth': 75, 'min_samples_split': 2, 'n_estimators': 150}",0.6719374199183697,0.6664762219672118,0.6676873088850981,0.6566307085122203,0.6637597309507579,0.6652982780467316,0.005072812115982992,16,0.9999804394406171,1.0,0.9999924364252827,0.9999968697568427,0.99998670000532,0.9999912891256125,7.030145995834461e-06,0.14758620689655172,0.12534435261707988,0.12827586206896552,0.09241379310344827,0.11448275862068966,0.121620594661347,0.01809064916974838,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8602563666655333,0.8598483560572575,0.8602539909216096,0.8575848761496745,0.8594889580251951,0.859486509563854,0.0009928601223922506,18,0.9999787491765306,1.0,0.9999914997067398,0.9999957498533699,0.9999872495601099,0.99999064965935,7.312258147164205e-06,0.16653696498054474,0.13777441332323997,0.1484437350359138,0.1085899513776337,0.12406576980568013,0.13708216690460245,0.019891618859575768,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15,25.97839946746826,0.28354885289309895,1.2100082397460938,0.009801750182901333,75,4,50,"{'max_depth': 75, 'min_samples_split': 4, 'n_estimators': 50}",0.6712570154169059,0.6668377238231264,0.6683592139281935,0.6594339470220577,0.6653898312735578,0.6662555462927682,0.0039258813202015345,7,0.8850096505478265,0.8855856517992141,0.8866604702787849,0.8898138087747247,0.8856432727949601,0.886542570839102,0.0017198356636513887,0.12275862068965518,0.10743801652892562,0.11172413793103449,0.08413793103448276,0.1006896551724138,0.10534967227130236,0.012804063455622579,7,0.6080661840744571,0.6117241379310345,0.6142709410548087,0.6270251637366425,0.6108238538435022,0.614382056128089,0.006625346617333979,0.8666825337458774,0.8656965081092108,0.8661192431274545,0.8634161268934564,0.8656772241206372,0.8655183271993273,0.0011128988839925829,7,0.9764838387487516,0.9761055740909961,0.9766624448543475,0.9767814489599891,0.9763861853233936,0.9764838983954955,0.00023370592794849556,0.1684011352885525,0.14498141263940523,0.1532639545884579,0.11753371868978806,0.1395793499043977,0.14475191422212025,0.01672948742447255,7,0.7517579373535053,0.7521729913080348,0.7533291058972734,0.7638043250052489,0.7511657481983891,0.7544460215524904,0.004732398979913887
16,52.224405193328856,0.6653229330191645,2.357596826553345,0.009928326559526428,75,4,100,"{'max_depth': 75, 'min_samples_split': 4, 'n_estimators': 100}",0.6686947621080217,0.6662249151119917,0.6668222353140056,0.6597667615043479,0.6654549658423123,0.6653927279761358,0.003009811567520972,15,0.8889480533384684,0.8901454771027458,0.8907336849242282,0.8941508737482732,0.887175932834872,0.8902308043897176,0.002306720781970113,0.11586206896551725,0.10606060606060606,0.10620689655172413,0.08689655172413793,0.10344827586206896,0.10369487983281087,0.009404169508649265,9,0.6170286108238539,0.6210344827586207,0.6239227852464667,0.6370217166494312,0.609100310237849,0.6216215811432443,0.009172589600412008,0.8657475094352454,0.865424501037027,0.8659152343550772,0.863161115927985,0.864810186838034,0.8650117095186737,0.00099934613758795,12,0.9784601653314066,0.9787109250483457,0.9785750108378739,0.9789872750609896,0.9785495099580935,0.9786565772473418,0.0001838525777503236,0.1590909090909091,0.14460093896713616,0.14879227053140098,0.12233009708737864,0.14191106906338694,0.14334505694804237,0.012023860398160618,9,0.7589569641721434,0.7605574324324325,0.7616242373237956,0.7735454164922562,0.7523951458377689,0.7614158392516793,0.006860406873989919
17,78.27600021362305,0.6731298248678665,3.48500657081604,0.023567748284315133,75,4,150,"{'max_depth': 75, 'min_samples_split': 4, 'n_estimators': 150}",0.6709744609669347,0.666217735814597,0.6656034483017514,0.659120563425042,0.6655407150603345,0.6654913847137319,0.003773435218562644,13,0.8898376463835659,0.8902730685565425,0.8906343899081424,0.8928056165201288,0.8914565210883241,0.8910014484913408,0.0010470738296417853,0.12413793103448276,0.10743801652892562,0.10344827586206896,0.08137931034482758,0.10206896551724139,0.10369449985750927,0.013657367729478792,10,0.6170286108238539,0.62,0.6218545329196828,0.6297828335056876,0.6228886590830748,0.6223109272664599,0.0042335494453284404,0.8661385196015097,0.8649484886607052,0.8652862073069142,0.8637561415140851,0.8653882116931028,0.8651035137552633,0.0007778318182781399,10,0.9794802048579383,0.9791104405295705,0.9790000255008798,0.9793910389908452,0.9796205469088684,0.9793204513576205,0.00023123079910471918,0.17061611374407581,0.14579439252336449,0.14258555133079848,0.11625615763546798,0.13653136531365315,0.14235671610947198,0.017467898579423078,10,0.7583139165431053,0.7608971646212441,0.7608603964571911,0.768939393939394,0.7627691008864501,0.7623559944894769,0.0035837186662894807
